"Date","Price","Open","High","Low","Vol.","Change %"
"12/21/2005","0.03470","0.03470","0.03480","0.03460","","-0.29%"
"12/20/2005","0.03480","0.03490","0.03490","0.03480","","-0.29%"
"12/19/2005","0.03490","0.03490","0.03500","0.03490","","0.00%"
"12/16/2005","0.03490","0.03480","0.03490","0.03480","","0.29%"
"12/15/2005","0.03480","0.03490","0.03500","0.03480","","-0.29%"
"12/14/2005","0.03490","0.03480","0.03490","0.03480","","0.29%"
"12/13/2005","0.03480","0.03480","0.03490","0.03480","","0.00%"
"12/12/2005","0.03480","0.03460","0.03480","0.03460","","0.29%"
"12/09/2005","0.03470","0.03460","0.03470","0.03450","","0.58%"
"12/08/2005","0.03450","0.03450","0.03470","0.03450","","0.00%"
"12/07/2005","0.03450","0.03460","0.03460","0.03450","","-0.29%"
"12/06/2005","0.03460","0.03460","0.03490","0.03450","","0.00%"
"12/05/2005","0.03460","0.03450","0.03460","0.03450","","0.29%"
"12/02/2005","0.03450","0.03460","0.03460","0.03450","","-0.58%"
"12/01/2005","0.03470","0.03470","0.03480","0.03460","","0.00%"
"11/30/2005","0.03470","0.03480","0.03480","0.03470","","0.00%"
"11/29/2005","0.03470","0.03470","0.03480","0.03460","","0.00%"
"11/28/2005","0.03470","0.03470","0.03470","0.03460","","0.00%"
"11/25/2005","0.03470","0.03470","0.03470","0.03470","","-0.29%"
"11/24/2005","0.03480","0.03480","0.03480","0.03480","","0.00%"
"11/23/2005","0.03480","0.03470","0.03480","0.03470","","0.29%"
"11/22/2005","0.03470","0.03480","0.03480","0.03470","","-0.29%"
"11/21/2005","0.03480","0.03460","0.03480","0.03460","","0.29%"
"11/18/2005","0.03470","0.03470","0.03470","0.03460","","0.00%"
"11/17/2005","0.03470","0.03460","0.03470","0.03460","","0.29%"
"11/16/2005","0.03460","0.03460","0.03470","0.03460","","0.00%"
"11/15/2005","0.03460","0.03460","0.03470","0.03460","","0.00%"
"11/14/2005","0.03460","0.03470","0.03470","0.03460","","-0.29%"
"11/11/2005","0.03470","0.03470","0.03470","0.03460","","0.00%"
"11/10/2005","0.03470","0.03470","0.03470","0.03460","","0.00%"
"11/09/2005","0.03470","0.03470","0.03470","0.03460","","0.00%"
"11/08/2005","0.03470","0.03470","0.03470","0.03460","","0.00%"
"11/07/2005","0.03470","0.03500","0.03500","0.03470","","-0.86%"
"11/04/2005","0.03500","0.03500","0.03500","0.03500","","0.00%"
"11/03/2005","0.03500","0.03500","0.03500","0.03500","","0.00%"
"11/02/2005","0.03500","0.03500","0.03500","0.03490","","0.29%"
"11/01/2005","0.03490","0.03500","0.03500","0.03490","","-0.29%"
"10/31/2005","0.03500","0.03510","0.03510","0.03500","","-0.28%"
"10/28/2005","0.03510","0.03520","0.03520","0.03510","","-0.28%"
"10/27/2005","0.03520","0.03510","0.03520","0.03500","","0.28%"
"10/26/2005","0.03510","0.03510","0.03520","0.03510","","0.00%"
"10/25/2005","0.03510","0.03500","0.03510","0.03490","","0.29%"
"10/24/2005","0.03500","0.03490","0.03500","0.03490","","0.29%"
"10/21/2005","0.03490","0.03500","0.03510","0.03490","","-0.29%"
"10/20/2005","0.03500","0.03500","0.03500","0.03490","","0.00%"
"10/19/2005","0.03500","0.03490","0.03500","0.03480","","0.29%"
"10/18/2005","0.03490","0.03500","0.03500","0.03490","","-0.29%"
"10/17/2005","0.03500","0.03500","0.03510","0.03490","","0.00%"
"10/14/2005","0.03500","0.03490","0.03500","0.03490","","0.00%"
"10/13/2005","0.03500","0.03500","0.03510","0.03490","","0.00%"
"10/12/2005","0.03500","0.03500","0.03500","0.03490","","0.00%"
"10/11/2005","0.03500","0.03510","0.03510","0.03500","","-0.28%"
"10/10/2005","0.03510","0.03510","0.03510","0.03500","","0.00%"
"10/07/2005","0.03510","0.03510","0.03520","0.03510","","0.00%"
"10/06/2005","0.03510","0.03500","0.03510","0.03500","","0.29%"
"10/05/2005","0.03500","0.03490","0.03500","0.03490","","0.29%"
"10/04/2005","0.03490","0.03490","0.03500","0.03490","","0.00%"
"10/03/2005","0.03490","0.03510","0.03510","0.03490","","-0.57%"
"09/30/2005","0.03510","0.03500","0.03520","0.03500","","0.29%"
"09/29/2005","0.03500","0.03510","0.03510","0.03500","","-0.28%"
"09/28/2005","0.03510","0.03500","0.03510","0.03500","","0.29%"
"09/27/2005","0.03500","0.03500","0.03500","0.03500","","0.00%"
"09/26/2005","0.03500","0.03510","0.03510","0.03500","","-0.28%"
"09/23/2005","0.03510","0.03520","0.03530","0.03510","","-0.28%"
"09/22/2005","0.03520","0.03520","0.03530","0.03520","","-0.28%"
"09/21/2005","0.03530","0.03520","0.03530","0.03520","","0.28%"
"09/20/2005","0.03520","0.03520","0.03520","0.03520","","0.00%"
"09/19/2005","0.03520","0.03520","0.03520","0.03510","","0.00%"
"09/16/2005","0.03520","0.03520","0.03530","0.03520","","-0.28%"
"09/15/2005","0.03530","0.03530","0.03530","0.03520","","0.00%"
"09/14/2005","0.03530","0.03520","0.03540","0.03520","","0.28%"
"09/13/2005","0.03520","0.03530","0.03530","0.03520","","0.00%"
"09/12/2005","0.03520","0.03530","0.03530","0.03520","","-0.56%"
"09/09/2005","0.03540","0.03540","0.03550","0.03530","","0.00%"
"09/08/2005","0.03540","0.03540","0.03540","0.03540","","0.00%"
"09/07/2005","0.03540","0.03540","0.03550","0.03540","","0.00%"
"09/06/2005","0.03540","0.03550","0.03550","0.03540","","-0.28%"
"09/05/2005","0.03550","0.03530","0.03550","0.03530","","0.28%"
"09/02/2005","0.03540","0.03520","0.03540","0.03510","","0.57%"
"09/01/2005","0.03520","0.03510","0.03530","0.03500","","0.28%"
"08/31/2005","0.03510","0.03500","0.03510","0.03500","","0.29%"
"08/30/2005","0.03500","0.03510","0.03510","0.03500","","-0.28%"
"08/29/2005","0.03510","0.03520","0.03520","0.03510","","-0.28%"
"08/26/2005","0.03520","0.03510","0.03520","0.03510","","0.28%"
"08/25/2005","0.03510","0.03510","0.03520","0.03500","","0.00%"
"08/24/2005","0.03510","0.03500","0.03510","0.03500","","0.29%"
"08/23/2005","0.03500","0.03500","0.03500","0.03500","","0.00%"
"08/22/2005","0.03500","0.03500","0.03500","0.03500","","0.00%"
"08/19/2005","0.03500","0.03500","0.03510","0.03490","","0.00%"
"08/18/2005","0.03500","0.03510","0.03510","0.03500","","-0.28%"
"08/17/2005","0.03510","0.03510","0.03520","0.03510","","0.00%"
"08/16/2005","0.03510","0.03520","0.03520","0.03510","","-0.28%"
"08/15/2005","0.03520","0.03530","0.03530","0.03520","","-0.28%"
"08/12/2005","0.03530","0.03520","0.03530","0.03520","","0.00%"
"08/11/2005","0.03530","0.03520","0.03530","0.03520","","0.28%"
"08/10/2005","0.03520","0.03520","0.03520","0.03520","","0.00%"
"08/09/2005","0.03520","0.03520","0.03530","0.03520","","0.00%"
"08/08/2005","0.03520","0.03520","0.03520","0.03510","","0.00%"
"08/05/2005","0.03520","0.03510","0.03520","0.03510","","0.28%"
"08/04/2005","0.03510","0.03510","0.03520","0.03510","","0.00%"
"08/03/2005","0.03510","0.03490","0.03510","0.03490","","0.29%"
"08/02/2005","0.03500","0.03500","0.03500","0.03500","","0.00%"
"08/01/2005","0.03500","0.03500","0.03500","0.03500","","0.00%"
"07/29/2005","0.03500","0.03490","0.03500","0.03490","","0.29%"
"07/28/2005","0.03490","0.03480","0.03490","0.03480","","0.29%"
"07/27/2005","0.03480","0.03480","0.03480","0.03480","","0.00%"
"07/26/2005","0.03480","0.03490","0.03490","0.03480","","-0.29%"
"07/25/2005","0.03490","0.03490","0.03490","0.03480","","-0.29%"
"07/22/2005","0.03500","0.03500","0.03510","0.03490","","0.00%"
"07/21/2005","0.03500","0.03490","0.03500","0.03490","","0.29%"
"07/20/2005","0.03490","0.03480","0.03490","0.03480","","0.29%"
"07/19/2005","0.03480","0.03490","0.03500","0.03480","","-0.29%"
"07/18/2005","0.03490","0.03490","0.03490","0.03490","","0.29%"
"07/15/2005","0.03480","0.03490","0.03500","0.03480","","-0.29%"
"07/14/2005","0.03490","0.03490","0.03490","0.03490","","0.00%"
"07/13/2005","0.03490","0.03500","0.03500","0.03490","","-0.29%"
"07/12/2005","0.03500","0.03480","0.03500","0.03480","","0.57%"
"07/11/2005","0.03480","0.03480","0.03480","0.03470","","0.00%"
"07/08/2005","0.03480","0.03470","0.03480","0.03470","","0.29%"
"07/07/2005","0.03470","0.03470","0.03470","0.03470","","0.00%"
"07/06/2005","0.03470","0.03470","0.03470","0.03470","","0.00%"
"07/05/2005","0.03470","0.03470","0.03470","0.03470","","0.00%"
"07/04/2005","0.03470","0.03490","0.03490","0.03470","","-0.57%"
"07/01/2005","0.03490","0.03490","0.03490","0.03490","","0.00%"
"06/30/2005","0.03490","0.03490","0.03490","0.03490","","0.00%"
"06/29/2005","0.03490","0.03500","0.03500","0.03480","","0.00%"
"06/28/2005","0.03490","0.03500","0.03500","0.03490","","-0.29%"
"06/27/2005","0.03500","0.03490","0.03500","0.03490","","0.29%"
"06/24/2005","0.03490","0.03490","0.03490","0.03490","","0.00%"
"06/23/2005","0.03490","0.03500","0.03500","0.03490","","-0.29%"
"06/22/2005","0.03500","0.03500","0.03500","0.03490","","0.00%"
"06/21/2005","0.03500","0.03500","0.03500","0.03490","","-0.28%"
"06/20/2005","0.03510","0.03500","0.03510","0.03500","","0.00%"
"06/17/2005","0.03510","0.03500","0.03510","0.03500","","0.29%"
"06/16/2005","0.03500","0.03500","0.03500","0.03490","","0.00%"
"06/15/2005","0.03500","0.03500","0.03500","0.03490","","0.00%"
"06/14/2005","0.03500","0.03500","0.03500","0.03500","","-0.28%"
"06/13/2005","0.03510","0.03510","0.03510","0.03510","","0.00%"
"06/10/2005","0.03510","0.03510","0.03510","0.03510","","-0.28%"
"06/09/2005","0.03520","0.03530","0.03530","0.03510","","-0.28%"
"06/08/2005","0.03530","0.03520","0.03530","0.03520","","0.28%"
"06/07/2005","0.03520","0.03520","0.03520","0.03520","","0.00%"
"06/06/2005","0.03520","0.03520","0.03520","0.03510","","-0.28%"
"06/03/2005","0.03530","0.03520","0.03530","0.03520","","0.28%"
"06/02/2005","0.03520","0.03520","0.03530","0.03520","","0.00%"
"06/01/2005","0.03520","0.03540","0.03540","0.03520","","-0.56%"
"05/31/2005","0.03540","0.03550","0.03550","0.03540","","-0.56%"
"05/30/2005","0.03560","0.03560","0.03560","0.03550","","0.00%"
"05/27/2005","0.03560","0.03560","0.03560","0.03560","","0.00%"
"05/26/2005","0.03560","0.03560","0.03560","0.03560","","-0.28%"
"05/25/2005","0.03570","0.03570","0.03570","0.03560","","0.00%"
"05/24/2005","0.03570","0.03570","0.03570","0.03560","","0.00%"
"05/23/2005","0.03570","0.03570","0.03570","0.03560","","0.00%"
"05/20/2005","0.03570","0.03580","0.03580","0.03570","","0.00%"
"05/19/2005","0.03570","0.03570","0.03580","0.03570","","0.00%"
"05/18/2005","0.03570","0.03570","0.03570","0.03570","","0.00%"
"05/17/2005","0.03570","0.03570","0.03570","0.03570","","0.00%"
"05/16/2005","0.03570","0.03570","0.03570","0.03570","","-0.28%"
"05/13/2005","0.03580","0.03580","0.03580","0.03580","","0.00%"
"05/12/2005","0.03580","0.03590","0.03600","0.03580","","-0.28%"
"05/11/2005","0.03590","0.03590","0.03600","0.03590","","0.00%"
"05/10/2005","0.03590","0.03590","0.03590","0.03590","","0.00%"
"05/09/2005","0.03590","0.03590","0.03590","0.03590","","0.00%"
"05/06/2005","0.03590","0.03600","0.03600","0.03590","","-0.28%"
"05/05/2005","0.03600","0.03600","0.03600","0.03600","","0.00%"
"05/04/2005","0.03600","0.03590","0.03600","0.03590","","0.28%"
"05/03/2005","0.03590","0.03590","0.03590","0.03590","","-0.28%"
"05/02/2005","0.03600","0.03600","0.03600","0.03600","","0.00%"
"04/29/2005","0.03600","0.03600","0.03600","0.03600","","0.00%"
"04/28/2005","0.03600","0.03600","0.03600","0.03600","","-0.28%"
"04/27/2005","0.03610","0.03600","0.03610","0.03600","","0.28%"
"04/26/2005","0.03600","0.03600","0.03600","0.03600","","0.00%"
"04/25/2005","0.03600","0.03600","0.03600","0.03600","","-0.28%"
"04/22/2005","0.03610","0.03610","0.03610","0.03600","","0.00%"
"04/21/2005","0.03610","0.03610","0.03610","0.03610","","0.28%"
"04/20/2005","0.03600","0.03610","0.03620","0.03600","","0.00%"
"04/19/2005","0.03600","0.03600","0.03600","0.03600","","0.00%"
"04/18/2005","0.03600","0.03580","0.03600","0.03580","","0.56%"
"04/15/2005","0.03580","0.03590","0.03590","0.03580","","-0.28%"
"04/14/2005","0.03590","0.03590","0.03600","0.03590","","0.00%"
"04/13/2005","0.03590","0.03600","0.03600","0.03590","","-0.28%"
"04/12/2005","0.03600","0.03600","0.03600","0.03600","","0.00%"
"04/11/2005","0.03600","0.03600","0.03600","0.03600","","0.28%"
"04/08/2005","0.03590","0.03600","0.03600","0.03590","","-0.28%"
"04/07/2005","0.03600","0.03590","0.03600","0.03590","","0.28%"
"04/06/2005","0.03590","0.03590","0.03590","0.03590","","0.28%"
"04/05/2005","0.03580","0.03580","0.03580","0.03580","","0.00%"
"04/04/2005","0.03580","0.03590","0.03600","0.03580","","-0.56%"
"04/01/2005","0.03600","0.03580","0.03600","0.03580","","0.28%"
"03/31/2005","0.03590","0.03590","0.03590","0.03580","","0.00%"
"03/30/2005","0.03590","0.03590","0.03600","0.03590","","0.00%"
"03/29/2005","0.03590","0.03590","0.03600","0.03590","","0.00%"
"03/28/2005","0.03590","0.03610","0.03610","0.03590","","-0.55%"
"03/25/2005","0.03610","0.03610","0.03610","0.03610","","0.00%"
"03/24/2005","0.03610","0.03610","0.03610","0.03610","","0.00%"
"03/23/2005","0.03610","0.03620","0.03620","0.03610","","-0.55%"
"03/22/2005","0.03630","0.03620","0.03630","0.03620","","0.00%"
"03/21/2005","0.03630","0.03630","0.03630","0.03620","","-0.27%"
"03/18/2005","0.03640","0.03640","0.03650","0.03630","","0.00%"
"03/17/2005","0.03640","0.03640","0.03640","0.03640","","0.00%"
"03/16/2005","0.03640","0.03640","0.03640","0.03630","","0.00%"
"03/15/2005","0.03640","0.03640","0.03640","0.03640","","0.00%"
"03/14/2005","0.03640","0.03640","0.03640","0.03640","","0.00%"
"03/11/2005","0.03640","0.03640","0.03640","0.03640","","0.00%"
"03/10/2005","0.03640","0.03640","0.03640","0.03640","","0.28%"
"03/09/2005","0.03630","0.03620","0.03630","0.03620","","0.55%"
"03/08/2005","0.03610","0.03610","0.03610","0.03610","","0.00%"
"03/07/2005","0.03610","0.03610","0.03610","0.03610","","0.00%"
"03/04/2005","0.03610","0.03600","0.03610","0.03600","","0.00%"
"03/03/2005","0.03610","0.03610","0.03610","0.03600","","0.28%"
"03/02/2005","0.03600","0.03610","0.03620","0.03600","","-0.28%"
"03/01/2005","0.03610","0.03610","0.03610","0.03610","","0.00%"
"02/28/2005","0.03610","0.03600","0.03610","0.03600","","0.28%"
"02/25/2005","0.03600","0.03600","0.03600","0.03600","","0.00%"
"02/24/2005","0.03600","0.03600","0.03610","0.03600","","0.00%"
"02/23/2005","0.03600","0.03600","0.03600","0.03600","","0.00%"
"02/22/2005","0.03600","0.03580","0.03600","0.03580","","0.56%"
"02/21/2005","0.03580","0.03580","0.03580","0.03580","","0.00%"
"02/18/2005","0.03580","0.03580","0.03580","0.03580","","0.00%"
"02/17/2005","0.03580","0.03570","0.03580","0.03570","","0.28%"
"02/16/2005","0.03570","0.03570","0.03570","0.03570","","0.00%"
"02/15/2005","0.03570","0.03570","0.03570","0.03570","","0.00%"
"02/14/2005","0.03570","0.03570","0.03570","0.03560","","0.28%"
"02/11/2005","0.03560","0.03560","0.03560","0.03560","","0.00%"
"02/10/2005","0.03560","0.03560","0.03560","0.03550","","0.00%"
"02/09/2005","0.03560","0.03550","0.03560","0.03550","","0.28%"
"02/08/2005","0.03550","0.03550","0.03550","0.03540","","0.00%"
"02/07/2005","0.03550","0.03570","0.03570","0.03550","","-0.84%"
"02/04/2005","0.03580","0.03570","0.03580","0.03570","","0.28%"
"02/03/2005","0.03570","0.03570","0.03570","0.03570","","0.00%"
"02/02/2005","0.03570","0.03570","0.03580","0.03570","","-0.28%"
"02/01/2005","0.03580","0.03570","0.03580","0.03570","","0.28%"
"01/31/2005","0.03570","0.03560","0.03570","0.03550","","0.28%"
"01/28/2005","0.03560","0.03560","0.03560","0.03550","","0.00%"
"01/27/2005","0.03560","0.03570","0.03570","0.03560","","-0.28%"
"01/26/2005","0.03570","0.03570","0.03570","0.03560","","0.00%"
"01/25/2005","0.03570","0.03570","0.03580","0.03560","","0.00%"
"01/24/2005","0.03570","0.03570","0.03570","0.03570","","0.28%"
"01/21/2005","0.03560","0.03550","0.03560","0.03550","","0.28%"
"01/20/2005","0.03550","0.03550","0.03550","0.03540","","0.00%"
"01/19/2005","0.03550","0.03560","0.03560","0.03550","","0.00%"
"01/18/2005","0.03550","0.03560","0.03570","0.03550","","-0.56%"
"01/17/2005","0.03570","0.03580","0.03580","0.03560","","-0.28%"
"01/14/2005","0.03580","0.03580","0.03580","0.03570","","0.00%"
"01/13/2005","0.03580","0.03590","0.03600","0.03580","","-0.28%"
"01/12/2005","0.03590","0.03580","0.03590","0.03570","","0.28%"
"01/11/2005","0.03580","0.03590","0.03590","0.03570","","-0.28%"
"01/10/2005","0.03590","0.03600","0.03600","0.03590","","-0.28%"
"01/07/2005","0.03600","0.03580","0.03600","0.03580","","0.00%"
"01/06/2005","0.03600","0.03580","0.03600","0.03580","","0.56%"
"01/05/2005","0.03580","0.03580","0.03600","0.03580","","-0.83%"
"01/04/2005","0.03610","0.03610","0.03610","0.03610","","0.00%"
"01/03/2005","0.03610","0.03610","0.03610","0.03610","","0.00%"
"12/31/2004","0.03610","0.03610","0.03610","0.03610","","0.28%"
"12/30/2004","0.03600","0.03600","0.03600","0.03590","","0.28%"
"12/29/2004","0.03590","0.03610","0.03610","0.03590","","-0.28%"
"12/28/2004","0.03600","0.03600","0.03600","0.03600","","0.00%"
"12/27/2004","0.03600","0.03600","0.03600","0.03600","","0.28%"
"12/24/2004","0.03590","0.03590","0.03590","0.03590","","0.00%"
"12/23/2004","0.03590","0.03590","0.03590","0.03590","","0.00%"
"12/22/2004","0.03590","0.03590","0.03590","0.03590","","0.00%"
"12/21/2004","0.03590","0.03580","0.03590","0.03580","","0.28%"
"12/20/2004","0.03580","0.03580","0.03590","0.03580","","0.00%"
"12/17/2004","0.03580","0.03590","0.03590","0.03580","","-0.28%"
"12/16/2004","0.03590","0.03590","0.03590","0.03590","","0.00%"
"12/15/2004","0.03590","0.03570","0.03590","0.03570","","0.28%"
"12/14/2004","0.03580","0.03570","0.03580","0.03570","","0.56%"
"12/13/2004","0.03560","0.03560","0.03560","0.03560","","0.00%"
"12/10/2004","0.03560","0.03570","0.03570","0.03550","","-0.28%"
"12/09/2004","0.03570","0.03570","0.03580","0.03560","","0.00%"
"12/08/2004","0.03570","0.03580","0.03580","0.03570","","-0.28%"
"12/07/2004","0.03580","0.03590","0.03600","0.03580","","-0.28%"
"12/06/2004","0.03590","0.03580","0.03590","0.03580","","0.28%"
"12/03/2004","0.03580","0.03580","0.03580","0.03580","","0.28%"
"12/02/2004","0.03570","0.03590","0.03590","0.03570","","-0.28%"
"12/01/2004","0.03580","0.03560","0.03580","0.03560","","0.85%"
"11/30/2004","0.03550","0.03550","0.03570","0.03550","","0.00%"
"11/29/2004","0.03550","0.03530","0.03550","0.03530","","0.57%"
"11/26/2004","0.03530","0.03530","0.03540","0.03530","","0.00%"
"11/25/2004","0.03530","0.03530","0.03530","0.03530","","0.28%"
"11/24/2004","0.03520","0.03510","0.03530","0.03510","","0.28%"
"11/23/2004","0.03510","0.03510","0.03510","0.03500","","0.00%"
"11/22/2004","0.03510","0.03510","0.03510","0.03500","","0.29%"
"11/19/2004","0.03500","0.03500","0.03500","0.03500","","0.00%"
"11/18/2004","0.03500","0.03490","0.03510","0.03490","","0.29%"
"11/17/2004","0.03490","0.03490","0.03490","0.03490","","0.00%"
"11/16/2004","0.03490","0.03490","0.03490","0.03480","","0.00%"
"11/15/2004","0.03490","0.03490","0.03490","0.03480","","0.00%"
"11/12/2004","0.03490","0.03490","0.03490","0.03480","","0.00%"
"11/11/2004","0.03490","0.03490","0.03490","0.03480","","0.00%"
"11/10/2004","0.03490","0.03490","0.03490","0.03480","","0.00%"
"11/09/2004","0.03490","0.03500","0.03500","0.03490","","0.00%"
"11/08/2004","0.03490","0.03490","0.03490","0.03490","","0.00%"
"11/05/2004","0.03490","0.03480","0.03490","0.03480","","0.29%"
"11/04/2004","0.03480","0.03480","0.03480","0.03480","","0.00%"
"11/03/2004","0.03480","0.03470","0.03480","0.03470","","0.29%"
"11/02/2004","0.03470","0.03480","0.03480","0.03470","","-0.29%"
"11/01/2004","0.03480","0.03480","0.03480","0.03470","","0.00%"
"10/29/2004","0.03480","0.03480","0.03480","0.03470","","0.00%"
"10/28/2004","0.03480","0.03470","0.03480","0.03470","","0.00%"
"10/27/2004","0.03480","0.03480","0.03480","0.03470","","0.00%"
"10/26/2004","0.03480","0.03460","0.03480","0.03460","","0.29%"
"10/25/2004","0.03470","0.03460","0.03470","0.03460","","0.29%"
"10/22/2004","0.03460","0.03430","0.03460","0.03430","","0.87%"
"10/21/2004","0.03430","0.03430","0.03430","0.03430","","0.00%"
"10/20/2004","0.03430","0.03430","0.03430","0.03430","","0.00%"
"10/19/2004","0.03430","0.03430","0.03430","0.03430","","0.00%"
"10/18/2004","0.03430","0.03430","0.03440","0.03430","","0.00%"
"10/15/2004","0.03430","0.03430","0.03450","0.03430","","0.00%"
"10/14/2004","0.03430","0.03430","0.03450","0.03430","","0.00%"
"10/13/2004","0.03430","0.03430","0.03430","0.03430","","0.00%"
"10/12/2004","0.03430","0.03440","0.03440","0.03430","","-0.29%"
"10/11/2004","0.03440","0.03420","0.03440","0.03420","","0.58%"
"10/08/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"10/07/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"10/06/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"10/05/2004","0.03420","0.03430","0.03430","0.03420","","-0.29%"
"10/04/2004","0.03430","0.03420","0.03430","0.03420","","0.29%"
"10/01/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/30/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/29/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/28/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/27/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/24/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/23/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/22/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/21/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/20/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/17/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/16/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/15/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/14/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/13/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/10/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/09/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/08/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/07/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/06/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/03/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/02/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"09/01/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/31/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/30/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/27/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/26/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/25/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/24/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/23/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/20/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/19/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/18/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/17/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/16/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/13/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/12/2004","0.03420","0.03420","0.03420","0.03410","","0.00%"
"08/11/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/10/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/09/2004","0.03420","0.03420","0.03420","0.03420","","0.00%"
"08/06/2004","0.03420","0.03430","0.03430","0.03420","","-0.29%"
"08/05/2004","0.03430","0.03430","0.03430","0.03420","","0.00%"
"08/04/2004","0.03430","0.03430","0.03430","0.03430","","0.00%"
"08/03/2004","0.03430","0.03430","0.03430","0.03420","","0.00%"
"08/02/2004","0.03430","0.03430","0.03440","0.03430","","-0.29%"
"07/30/2004","0.03440","0.03440","0.03440","0.03430","","0.00%"
"07/29/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/28/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/27/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/26/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/23/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/22/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/21/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/20/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/19/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/16/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/15/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"07/14/2004","0.03440","0.03430","0.03440","0.03430","","0.29%"
"07/13/2004","0.03430","0.03430","0.03430","0.03430","","0.00%"
"07/12/2004","0.03430","0.03430","0.03430","0.03430","","0.00%"
"07/09/2004","0.03430","0.03440","0.03450","0.03430","","0.00%"
"07/08/2004","0.03430","0.03440","0.03450","0.03430","","-0.29%"
"07/07/2004","0.03440","0.03440","0.03440","0.03440","","-0.29%"
"07/06/2004","0.03450","0.03440","0.03450","0.03440","","0.29%"
"07/05/2004","0.03440","0.03450","0.03450","0.03440","","-0.29%"
"07/02/2004","0.03450","0.03440","0.03450","0.03440","","0.00%"
"07/01/2004","0.03450","0.03440","0.03450","0.03440","","0.29%"
"06/30/2004","0.03440","0.03440","0.03440","0.03440","","0.00%"
"06/29/2004","0.03440","0.03450","0.03450","0.03440","","-0.29%"
"06/28/2004","0.03450","0.03440","0.03450","0.03440","","0.00%"
"06/25/2004","0.03450","0.03440","0.03460","0.03440","","0.00%"
"06/24/2004","0.03450","0.03440","0.03460","0.03440","","0.00%"
"06/23/2004","0.03450","0.03450","0.03460","0.03440","","0.00%"
"06/22/2004","0.03450","0.03450","0.03460","0.03440","","0.00%"
"06/21/2004","0.03450","0.03440","0.03450","0.03440","","0.00%"
"06/18/2004","0.03450","0.03440","0.03460","0.03440","","0.00%"
"06/17/2004","0.03450","0.03440","0.03450","0.03440","","0.00%"
"06/16/2004","0.03450","0.03450","0.03460","0.03440","","0.00%"
